ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGNATES
1689	Norwegian	this	86	detə	d e t ə	492	1 7 1 7	AXBZ	TETE	13	13.T.C 13.E.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	0	1459
1690	French	this	86	səsi	s ə s i	493	3 7 3 7	AXBZ	SESI	7	7.S.C 7.E.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	0	1462
1691	Czech	this	86	toto	t o t o	492	1 7 1 7	AXBZ	TUTU	3	3.T.C 3.U.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	0	1459
1692	Icelandic	this	86	θɛsːɪ	θ ɛ sː ɪ	492	3 7 3 7	AXBZ	DESI	11	11.D.C 11.E.V 11.S.C 11.I.V	2.0 1.5 1.75 0.8	1	1462
1693	Italian	this	86	kwesto	k w e s t o	493	1 6 7 3 1 7	ACXMBZ	KWESTU	12	12.K.C 12.W.C 12.E.V 12.S.c 12.T.C 12.U.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1469
1694	Hindi	this	86	jə	j ə	491	6 7	AX	JE	10	10.J.C 10.E.V	2.0 1.5	0	1467
1695	Portuguese	this	86	əʃtə	ə ʃ t ə	492	7 3 1 7	XMBZ	ESTE	15	15.E.V 15.S.c 15.T.C 15.E.V	1.5 1.1 1.75 0.8	0	1472
1696	Danish	this	86	dɛnə	d ɛ n ə	492	1 7 4 7	AXBZ	TENE	4	4.T.C 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	1459
1697	Dutch	thou	87	jɛɪ	j ɛɪ	494	6 7	AX	JE	5	5.J.C 5.E.V	2.0 1.5	0	1477
1698	Swedish	thou	87	dʉ	d ʉ	495	1 7	AX	TY	19	19.T.C 19.Y.V	2.0 1.5	0	1476
1699	English	thou	87	juː	j uː	494	6 7	AX	JY	6	6.J.C 6.Y.V	2.0 1.5	0	1477
1700	German	thou	87	duː	d uː	495	1 7	AX	TY	8	8.T.C 8.Y.V	2.0 1.5	0	1476
1701	Spanish	thou	87	tu	t u	495	1 7	AX	TY	18	18.T.C 18.Y.V	2.0 1.5	0	1476
1702	Danish	thou	87	duˀ	d uˀ	495	1 7	AX	TY	4	4.T.C 4.Y.V	2.0 1.5	0	1476
1703	Bulgarian	thou	87	ti	t i	495	1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	0	1476
1704	Greek	thou	87	esi	e s i	495	7 3 7	XBZ	ESI	9	9.E.V 9.S.C 9.I.V	1.5 1.75 0.8	0	1481
1705	Armenian	thou	87	du	d u	495	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	0	1476
1706	Romanian	thou	87	tu	t u	495	1 7	AX	TY	16	16.T.C 16.Y.V	2.0 1.5	0	1476
1707	Russian	thou	87	tɨ	t ɨ	495	1 7	AX	TI	17	17.T.C 17.I.V	2.0 1.5	0	1476
1708	Polish	thou	87	tɨ	t ɨ	495	1 7	AX	TI	14	14.T.C 14.I.V	2.0 1.5	0	1476
1709	Norwegian	thou	87	dʉː	d ʉː	495	1 7	AX	TY	13	13.T.C 13.Y.V	2.0 1.5	0	1476
1710	French	thou	87	ty	t y	495	1 7	AX	TY	7	7.T.C 7.Y.V	2.0 1.5	0	1476
1711	Czech	thou	87	tɪ	t ɪ	495	1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	0	1476
1712	Icelandic	thou	87	θuː	θ uː	495	3 7	AX	DY	11	11.D.C 11.Y.V	2.0 1.5	0	1476
1713	Italian	thou	87	tu	t u	495	1 7	AX	TY	12	12.T.C 12.Y.V	2.0 1.5	0	1476
1714	Hindi	thou	87	tuː	t uː	495	1 7	AX	TY	10	10.T.C 10.Y.V	2.0 1.5	0	1476
1715	Portuguese	thou	87	tu	t u	495	1 7	AX	TY	15	15.T.C 15.Y.V	2.0 1.5	0	1476
1716	Dutch	tongue	88	tɔŋ	t ɔ ŋ	496	1 7 4	AXN	TUN	5	5.T.C 5.U.V 5.N.c	2.0 1.5 0.8	0	1485
1717	Swedish	tongue	88	tuŋːa	t u ŋː a	496	1 7 4 7	AXBZ	TYNA	19	19.T.C 19.Y.V 19.N.C 19.A.V	2.0 1.5 1.75 0.8	0	1485
1718	English	tongue	88	tʌŋ	t ʌ ŋ	496	1 7 4	AXN	TEN	6	6.T.C 6.E.V 6.N.c	2.0 1.5 0.8	0	1485
1719	German	tongue	88	t͡sʊŋə	t͡s ʊ ŋ ə	496	2 7 4 7	AXBZ	CYNE	8	8.C.C 8.Y.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	0	1485
1720	Spanish	tongue	88	leŋɡwa	l e ŋ ɡ w a	496	5 7 4 1 6 7	AXMBCZ	LENKWA	18	18.L.C 18.E.V 18.N.c 18.K.C 18.W.C 18.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	1488
1721	Danish	tongue	88	tɔŋə	t ɔ ŋ ə	496	1 7 4 7	AXBZ	TUNE	4	4.T.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	0	1485
1722	Bulgarian	tongue	88	ɛzik	ɛ z i k	496	7 3 7 1	XBYN	ESIK	2	2.E.V 2.S.C 2.I.V 2.K.c	1.5 1.75 1.3 0.8	0	1483
1723	Greek	tongue	88	ɣlosa	ɣ l o s a	497	3 5 7 3 7	ACXBZ	GLUSA	9	9.G.C 9.L.C 9.U.V 9.S.C 9.A.V	2.0 1.5 1.5 1.75 0.8	0	1482
1724	Armenian	tongue	88	lɛzu	l ɛ z u	496	5 7 3 7	AXBZ	LESY	1	1.L.C 1.E.V 1.S.C 1.Y.V	2.0 1.5 1.75 0.8	0	1482
1725	Romanian	tongue	88	limbə	l i m b ə	496	5 7 4 1 7	AXMBZ	LIMPE	16	16.L.C 16.I.V 16.M.c 16.P.C 16.E.V	2.0 1.5 1.1 1.75 0.8	0	1497
1726	Russian	tongue	88	jɪzɨk	j ɪ z ɨ k	496	6 7 3 7 1	AXBYN	JISIK	17	17.J.C 17.I.V 17.S.C 17.I.V 17.K.c	2.0 1.5 1.75 1.3 0.8	0	1483
1727	Polish	tongue	88	jɛ̃zɨk	j ɛ̃ z ɨ k	496	6 7 3 7 1	AXBYN	JESIK	14	14.J.C 14.E.V 14.S.C 14.I.V 14.K.c	2.0 1.5 1.75 1.3 0.8	0	1483
1728	Norwegian	tongue	88	tuŋə	t u ŋ ə	496	1 7 4 7	AXBZ	TYNE	13	13.T.C 13.Y.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	0	1485
1729	French	tongue	88	lɑ̃ɡ	l ɑ̃ ɡ	496	5 7 1	AXN	LAK	7	7.L.C 7.A.V 7.K.c	2.0 1.5 0.8	0	1488
1730	Czech	tongue	88	jazɪk	j a z ɪ k	496	6 7 3 7 1	AXBYN	JASIK	3	3.J.C 3.A.V 3.S.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	1483
1731	Icelandic	tongue	88	tʰuŋka	tʰ u ŋ k a	496	1 7 4 1 7	AXMBZ	TYNKA	11	11.T.C 11.Y.V 11.N.c 11.K.C 11.A.V	2.0 1.5 1.1 1.75 0.8	0	1485
1732	Italian	tongue	88	liŋɡwa	l i ŋ ɡ w a	496	5 7 4 1 6 7	AXMBCZ	LINKWA	12	12.L.C 12.I.V 12.N.c 12.K.C 12.W.C 12.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	1488
1733	Hindi	tongue	88	ʤiːbʱ	ʤ iː bʱ	496	2 7 1	AXN	CIP	10	10.C.C 10.I.V 10.P.c	2.0 1.5 0.8	0	1491
1734	Portuguese	tongue	88	lĩgwɐ	l ĩ g w ɐ	496	5 7 1 6 7	AXBCZ	LIKWE	15	15.L.C 15.I.V 15.K.C 15.W.C 15.E.V	2.0 1.5 1.75 1.5 0.8	0	1488
1735	Dutch	tooth	89	tɑnt	t ɑ n t	499	1 7 4 1	AXLN	TANT	5	5.T.C 5.A.V 5.N.c 5.T.c	2.0 1.5 1.1 0.8	0	1501
1736	Swedish	tooth	89	tanːd	t a nː d	499	1 7 4 1	AXLN	TANT	19	19.T.C 19.A.V 19.N.c 19.T.c	2.0 1.5 1.1 0.8	0	1501
1737	English	tooth	89	tuːθ	t uː θ	499	1 7 3	AXN	TYD	6	6.T.C 6.Y.V 6.D.c	2.0 1.5 0.8	0	1503
1738	German	tooth	89	t͡saːn	t͡s aː n	499	2 7 4	AXN	CAN	8	8.C.C 8.A.V 8.N.c	2.0 1.5 0.8	0	1501
1739	Spanish	tooth	89	djente	d j e n t e	499	1 6 7 4 1 7	ACXMBZ	TJENTE	18	18.T.C 18.J.C 18.E.V 18.N.c 18.T.C 18.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	1501
1740	Danish	tooth	89	tanˀ	t a nˀ	499	1 7 4	AXN	TAN	4	4.T.C 4.A.V 4.N.c	2.0 1.5 0.8	0	1501
1741	Bulgarian	tooth	89	zɤp	z ɤ p	498	3 7 1	AXN	SEP	2	2.S.C 2.E.V 2.P.c	2.0 1.5 0.8	0	1499
1742	Greek	tooth	89	ðondi	ð o n d i	499	3 7 4 1 7	AXMBZ	DUNTI	9	9.D.C 9.U.V 9.N.c 9.T.C 9.I.V	2.0 1.5 1.1 1.75 0.8	0	1501
1743	Armenian	tooth	89	ɑtɑm	ɑ t ɑ m	499	7 1 7 4	XBYN	ATAM	1	1.A.V 1.T.C 1.A.V 1.M.c	1.5 1.75 1.3 0.8	0	1498
1744	Romanian	tooth	89	dinte	d i n t e	499	1 7 4 1 7	AXMBZ	TINTE	16	16.T.C 16.I.V 16.N.c 16.T.C 16.E.V	2.0 1.5 1.1 1.75 0.8	0	1501
1745	Russian	tooth	89	zup	z u p	498	3 7 1	AXN	SYP	17	17.S.C 17.Y.V 17.P.c	2.0 1.5 0.8	0	1514
1746	Polish	tooth	89	zɔ̃p	z ɔ̃ p	498	3 7 1	AXN	SUP	14	14.S.C 14.U.V 14.P.c	2.0 1.5 0.8	0	1511
1747	Norwegian	tooth	89	tɑn	t ɑ n	499	1 7 4	AXN	TAN	13	13.T.C 13.A.V 13.N.c	2.0 1.5 0.8	0	1501
1748	French	tooth	89	dɑ̃	d ɑ̃	499	1 7	AX	TA	7	7.T.C 7.A.V	2.0 1.5	0	1503
1749	Czech	tooth	89	zʊp	z ʊ p	498	3 7 1	AXN	SYP	3	3.S.C 3.Y.V 3.P.c	2.0 1.5 0.8	0	1500
1750	Icelandic	tooth	89	tʰœnː	tʰ œ nː	499	1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	0	1501
1751	Italian	tooth	89	dɛnte	d ɛ n t e	499	1 7 4 1 7	AXMBZ	TENTE	12	12.T.C 12.E.V 12.N.c 12.T.C 12.E.V	2.0 1.5 1.1 1.75 0.8	0	1501
1752	Hindi	tooth	89	dãt	d ã t	499	1 7 1	AXN	TAT	10	10.T.C 10.A.V 10.T.c	2.0 1.5 0.8	0	1501
1753	Portuguese	tooth	89	dẽtə	d ẽ t ə	499	1 7 1 7	AXBZ	TETE	15	15.T.C 15.E.V 15.T.C 15.E.V	2.0 1.5 1.75 0.8	0	1501
1754	Dutch	tree	90	boːm	b oː m	502	1 7 4	AXN	PUM	5	5.P.C 5.U.V 5.M.c	2.0 1.5 0.8	0	1519
1755	Swedish	tree	90	trɛːd	t r ɛː d	501	1 5 7 1	ACXN	TRET	19	19.T.C 19.R.C 19.E.V 19.T.c	2.0 1.5 1.5 0.8	0	1518
1756	English	tree	90	triː	t r iː	501	1 5 7	ACX	TRI	6	6.T.C 6.R.C 6.I.V	2.0 1.5 1.5	0	1518
1757	German	tree	90	baum	b au m	502	1 7 4	AXN	PAM	8	8.P.C 8.A.V 8.M.c	2.0 1.5 0.8	0	1519
1758	Spanish	tree	90	arvol	a r v o l	506	7 5 3 7 5	XMBYN	ARBUL	18	18.A.V 18.R.c 18.B.C 18.U.V 18.L.c	1.5 1.1 1.75 1.3 0.8	0	1529
1759	Danish	tree	90	tʁɛˀ	t ʁ ɛˀ	501	1 5 7	ACX	TRE	4	4.T.C 4.R.C 4.E.V	2.0 1.5 1.5	0	1518
1760	Bulgarian	tree	90	dərvɔ	d ə r v ɔ	501	1 7 5 3 7	AXMBZ	TERBU	2	2.T.C 2.E.V 2.R.c 2.B.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	1516
1761	Greek	tree	90	ðenðro	ð e n ð r o	501	3 7 4 3 5 7	AXMBCZ	DENDRU	9	9.D.C 9.E.V 9.N.c 9.D.C 9.R.C 9.U.V	2.0 1.5 1.1 1.75 1.5 0.8	0	1523
1762	Armenian	tree	90	ʦɑr	ʦ ɑ r	-503	2 7 5	AXN	CAR	1	1.C.C 1.A.V 1.R.c	2.0 1.5 0.8	0	1515
1763	Romanian	tree	90	arbore	a r b o r e	506	7 5 1 7 5 7	XMBYBZ	ARPURE	16	16.A.V 16.R.c 16.P.C 16.U.V 16.R.C 16.E.V	1.5 1.1 1.75 1.3 1.75 0.8	0	1529
1764	Russian	tree	90	dʲerʲɪvə	dʲ e rʲ ɪ v ə	501	1 7 5 7 3 7	AXBYBZ	TERIBE	17	17.T.C 17.E.V 17.R.C 17.I.V 17.B.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1516
1765	Polish	tree	90	dʒɛvɔ	d ʒ ɛ v ɔ	501	1 3 7 3 7	ACXBZ	TSEBU	14	14.T.C 14.S.C 14.E.V 14.B.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	1516
1766	Norwegian	tree	90	tɾeː	t ɾ eː	501	1 5 7	ACX	TRE	13	13.T.C 13.R.C 13.E.V	2.0 1.5 1.5	0	1518
1767	French	tree	90	aʁbʁ	a ʁ b ʁ	506	7 5 1 5	XMBC	ARPR	7	7.A.V 7.R.c 7.P.C 7.R.C	1.5 1.1 1.75 1.5	0	1521
1768	Czech	tree	90	strom	s t r o m	504	3 1 5 7 4	ACCYN	STRUM	3	3.S.C 3.T.C 3.R.C 3.U.V 3.M.c	2.0 1.5 1.5 1.3 0.8	0	1517
1769	Icelandic	tree	90	tʰrjɛː	tʰ r j ɛː	501	1 5 6 7	ACCX	TRJE	11	11.T.C 11.R.C 11.J.C 11.E.V	2.0 1.5 1.5 1.5	0	1518
1770	Italian	tree	90	albero	a l b e r o	506	7 5 1 7 5 7	XMBYBZ	ALPERU	12	12.A.V 12.L.c 12.P.C 12.E.V 12.R.C 12.U.V	1.5 1.1 1.75 1.3 1.75 0.8	0	1526
1771	Hindi	tree	90	peɽ	p e ɽ	500	1 7 5	AXN	PER	10	10.P.C 10.E.V 10.R.c	2.0 1.5 0.8	0	1524
1772	Portuguese	tree	90	arvurə	a r v u r ə	506	7 5 3 7 5 7	XMBYBZ	ARBYRE	15	15.A.V 15.R.c 15.B.C 15.Y.V 15.R.C 15.E.V	1.5 1.1 1.75 1.3 1.75 0.8	0	1529
1773	Icelandic	tree	90	vɪːðʏr	v ɪː ð ʏ r	505	3 7 3 7 5	AXBYN	BIDYR	11	11.B.C 11.I.V 11.D.C 11.Y.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	1524
1774	Dutch	two	91	tʋeː	t ʋ eː	507	1 6 7	ACX	TWE	5	5.T.C 5.W.C 5.E.V	2.0 1.5 1.5	0	1534
1775	Swedish	two	91	tvoː	t v oː	507	1 3 7	ACX	TBU	19	19.T.C 19.B.C 19.U.V	2.0 1.5 1.5	0	1534
1776	English	two	91	tuː	t uː	507	1 7	AX	TY	6	6.T.C 6.Y.V	2.0 1.5	0	1544
1777	German	two	91	t͡svai	t͡s v ai	507	2 3 7	ACX	CBA	8	8.C.C 8.B.C 8.A.V	2.0 1.5 1.5	0	1534
1778	Spanish	two	91	dos	d o s	507	1 7 3	AXN	TUS	18	18.T.C 18.U.V 18.S.c	2.0 1.5 0.8	0	1544
1779	Danish	two	91	toˀ	t oˀ	507	1 7	AX	TU	4	4.T.C 4.U.V	2.0 1.5	0	1544
1780	Bulgarian	two	91	dva	d v a	507	1 3 7	ACX	TBA	2	2.T.C 2.B.C 2.A.V	2.0 1.5 1.5	0	1534
1781	Greek	two	91	ðʝo	ð ʝ o	507	3 3 7	ACZ	DSU	9	9.D.C 9.S.C 9.U.V	2.0 1.5 0.8	0	1538
1782	Armenian	two	91	jɛɾku	j ɛ ɾ k u	507	6 7 5 1 7	AXMBZ	JERKY	1	1.J.C 1.E.V 1.R.c 1.K.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	1530
1783	Romanian	two	91	doj	d o j	507	1 7 6	AXN	TUJ	16	16.T.C 16.U.V 16.J.c	2.0 1.5 0.8	0	1544
1784	Russian	two	91	dva	d v a	507	1 3 7	ACX	TBA	17	17.T.C 17.B.C 17.A.V	2.0 1.5 1.5	0	1534
1785	Polish	two	91	dva	d v a	507	1 3 7	ACX	TBA	14	14.T.C 14.B.C 14.A.V	2.0 1.5 1.5	0	1534
1786	Norwegian	two	91	tuː	t uː	507	1 7	AX	TY	13	13.T.C 13.Y.V	2.0 1.5	0	1544
1787	French	two	91	dø	d ø	507	1 7	AX	TU	7	7.T.C 7.U.V	2.0 1.5	0	1544
1788	Czech	two	91	dva	d v a	507	1 3 7	ACX	TBA	3	3.T.C 3.B.C 3.A.V	2.0 1.5 1.5	0	1534
1789	Icelandic	two	91	tʰveir	tʰ v ei r	507	1 3 7 5	ACXN	TBER	11	11.T.C 11.B.C 11.E.V 11.R.c	2.0 1.5 1.5 0.8	0	1534
1790	Italian	two	91	due	d ue	507	1 7	AX	TY	12	12.T.C 12.Y.V	2.0 1.5	0	1544
1791	Hindi	two	91	doː	d oː	507	1 7	AX	TU	10	10.T.C 10.U.V	2.0 1.5	0	1539
1792	Portuguese	two	91	doiʃ	d oi ʃ	507	1 7 3	AXN	TUS	15	15.T.C 15.U.V 15.S.c	2.0 1.5 0.8	0	1544
1793	Dutch	walk (V)	92	xaːn	x aː n	509	3 7 4	AXN	GAN	5	5.G.C 5.A.V 5.N.c	2.0 1.5 0.8	0	1548
1794	Swedish	walk (V)	92	goː	g oː	509	1 7	AX	KU	19	19.K.C 19.U.V	2.0 1.5	0	1548
1795	English	walk (V)	92	ɡəʊ	ɡ əʊ	509	1 7	AX	KE	6	6.K.C 6.E.V	2.0 1.5	0	1548
1796	German	walk (V)	92	ɡeːən	ɡ eːə n	509	1 7 4	AXN	KEN	8	8.K.C 8.E.V 8.N.c	2.0 1.5 0.8	0	1548
1797	Spanish	walk (V)	92	andar	a n d a r	513	7 4 1 7 5	XMBYN	ANTAR	18	18.A.V 18.N.c 18.T.C 18.A.V 18.R.c	1.5 1.1 1.75 1.3 0.8	0	1558
1798	Danish	walk (V)	92	gɔˀ	g ɔˀ	509	1 7	AX	KU	4	4.K.C 4.U.V	2.0 1.5	0	1548
1799	Bulgarian	walk (V)	92	vɛrvʲə	v ɛ r vʲ ə	515	3 7 5 3 7	AXMBZ	BERBE	2	2.B.C 2.E.V 2.R.c 2.B.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	1545
1800	Greek	walk (V)	92	piʝeno	p i ʝ e n o	516	1 7 3 7 4 7	AXBYBZ	PISENU	9	9.P.C 9.I.V 9.S.C 9.E.V 9.N.C 9.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1552
1801	Romanian	walk (V)	92	umbla	u m b l a	508	7 4 1 5 7	XMBCZ	YMPLA	16	16.Y.V 16.M.c 16.P.C 16.L.C 16.A.V	1.5 1.1 1.75 1.5 0.8	0	1559
1802	Russian	walk (V)	92	ɪtʲi	ɪ tʲ i	514	7 1 7	XBZ	ITI	17	17.I.V 17.T.C 17.I.V	1.5 1.75 0.8	0	1560
1803	Polish	walk (V)	92	iɕʨ	i ɕ ʨ	514	7 3 2	XLN	ISC	14	14.I.V 14.S.c 14.C.c	1.5 1.1 0.8	0	1546
1804	Norwegian	walk (V)	92	goː	g oː	509	1 7	AX	KU	13	13.K.C 13.U.V	2.0 1.5	0	1548
1805	French	walk (V)	92	vɛ	v ɛ	510	3 7	AX	BE	7	7.B.C 7.E.V	2.0 1.5	0	1550
1806	Czech	walk (V)	92	jiːt	j iː t	514	6 7 1	AXN	JIT	3	3.J.C 3.I.V 3.T.c	2.0 1.5 0.8	0	1546
1807	Icelandic	walk (V)	92	faːra	f aː r a	511	3 7 5 7	AXBZ	BARA	11	11.B.C 11.A.V 11.R.C 11.A.V	2.0 1.5 1.75 0.8	0	1554
1808	Italian	walk (V)	92	vo	v o	510	3 7	AX	BU	12	12.B.C 12.U.V	2.0 1.5	0	1550
1809	Hindi	walk (V)	92	ʧəlnaː	ʧ ə l n aː	514	2 7 5 4 7	AXMBZ	CELNA	10	10.C.C 10.E.V 10.L.c 10.N.C 10.A.V	2.0 1.5 1.1 1.75 0.8	0	1553
1810	Portuguese	walk (V)	92	ɐ̃dar	ɐ̃ d a r	513	7 1 7 5	XBYN	ETAR	15	15.E.V 15.T.C 15.A.V 15.R.c	1.5 1.75 1.3 0.8	0	1558
1811	Spanish	walk (V)	92	boi	b oi	510	1 7	AX	PU	18	18.P.C 18.U.V	2.0 1.5	0	1550
1812	French	walk (V)	92	ale	a l e	512	7 5 7	XBZ	ALE	7	7.A.V 7.L.C 7.E.V	1.5 1.75 0.8	0	1563
1813	Italian	walk (V)	92	andare	a n d a r e	513	7 4 1 7 5 7	XMBYBZ	ANTARE	12	12.A.V 12.N.c 12.T.C 12.A.V 12.R.C 12.E.V	1.5 1.1 1.75 1.3 1.75 0.8	0	1558
1814	Dutch	warm	93	ʋɑrm	ʋ ɑ r m	517	6 7 5 4	AXLN	WARM	5	5.W.C 5.A.V 5.R.c 5.M.c	2.0 1.5 1.1 0.8	0	1567
1815	Swedish	warm	93	varːm	v a rː m	517	3 7 5 4	AXLN	BARM	19	19.B.C 19.A.V 19.R.c 19.M.c	2.0 1.5 1.1 0.8	0	1567
1816	English	warm	93	ʋɔːrm	ʋ ɔː r m	517	6 7 5 4	AXLN	WURM	6	6.W.C 6.U.V 6.R.c 6.M.c	2.0 1.5 1.1 0.8	0	1567
1817	German	warm	93	varm	v a r m	517	3 7 5 4	AXLN	BARM	8	8.B.C 8.A.V 8.R.c 8.M.c	2.0 1.5 1.1 0.8	0	1567
1818	Spanish	warm	93	kaliðo	k a l i ð o	520	1 7 5 7 3 7	AXBYBZ	KALIDU	18	18.K.C 18.A.V 18.L.C 18.I.V 18.D.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1581
1819	Danish	warm	93	vɑˀm	v ɑˀ m	517	3 7 4	AXN	BAM	4	4.B.C 4.A.V 4.M.c	2.0 1.5 0.8	0	1567
1820	Bulgarian	warm	93	tɔpəl	t ɔ p ə l	519	1 7 1 7 5	AXBYN	TUPEL	2	2.T.C 2.U.V 2.P.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	0	1565
1821	Greek	warm	93	xliaros	x l ia r o s	521	3 5 7 5 7 3	ACXBYN	GLIRUS	9	9.G.C 9.L.C 9.I.V 9.R.C 9.U.V 9.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1572
1822	Armenian	warm	93	tɑkʰ	t ɑ kʰ	522	1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	0	1564
1823	Romanian	warm	93	kald	k a l d	520	1 7 5 1	AXLN	KALT	16	16.K.C 16.A.V 16.L.c 16.T.c	2.0 1.5 1.1 0.8	0	1579
1824	Russian	warm	93	tʲoplɨj	tʲ o p l ɨ j	519	1 7 1 5 7 6	AXBCYN	TUPLIJ	17	17.T.C 17.U.V 17.P.C 17.L.C 17.I.V 17.J.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1565
1825	Polish	warm	93	ʨɛpwɨ	ʨ ɛ p w ɨ	519	2 7 1 6 7	AXBCZ	CEPWI	14	14.C.C 14.E.V 14.P.C 14.W.C 14.I.V	2.0 1.5 1.75 1.5 0.8	0	1565
1826	Norwegian	warm	93	ʋɑɾm	ʋ ɑ ɾ m	517	6 7 5 4	AXLN	WARM	13	13.W.C 13.A.V 13.R.c 13.M.c	2.0 1.5 1.1 0.8	0	1567
1827	French	warm	93	ʃo	ʃ o	520	3 7	AX	SU	7	7.S.C 7.U.V	2.0 1.5	0	1570
1828	Czech	warm	93	tɛpliː	t ɛ p l iː	519	1 7 1 5 7	AXBCZ	TEPLI	3	3.T.C 3.E.V 3.P.C 3.L.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	1565
1829	Icelandic	warm	93	l̥iːr	l̥ iː r	520	5 7 5	AXN	LIR	11	11.L.C 11.I.V 11.R.c	2.0 1.5 0.8	0	1574
1830	Italian	warm	93	tiepido	t ie p i d o	519	1 7 1 7 1 7	AXBYBZ	TIPITU	12	12.T.C 12.I.V 12.P.C 12.I.V 12.T.C 12.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1575
1831	Hindi	warm	93	gərm	g ə r m	-518	1 7 5 4	AXLN	KERM	10	10.K.C 10.E.V 10.R.c 10.M.c	2.0 1.5 1.1 0.8	0	1573
1832	Portuguese	warm	93	kẽtə	k ẽ t ə	520	1 7 1 7	AXBZ	KETE	15	15.K.C 15.E.V 15.T.C 15.E.V	2.0 1.5 1.75 0.8	0	1578
1833	Dutch	water	94	ʋaːtər	ʋ aː t ə r	526	6 7 1 7 5	AXBYN	WATER	5	5.W.C 5.A.V 5.T.C 5.E.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	1586
1834	Swedish	water	94	vatːen	v a tː e n	526	3 7 1 7 4	AXBYN	BATEN	19	19.B.C 19.A.V 19.T.C 19.E.V 19.N.c	2.0 1.5 1.75 1.3 0.8	0	1583
1835	English	water	94	ʋɔːtər	ʋ ɔː t ə r	526	6 7 1 7 5	AXBYN	WUTER	6	6.W.C 6.U.V 6.T.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	1586
1836	German	water	94	vasər	v a s ə r	526	3 7 3 7 5	AXBYN	BASER	8	8.B.C 8.A.V 8.S.C 8.E.V 8.R.c	2.0 1.5 1.75 1.3 0.8	0	1586
1837	Spanish	water	94	aɣwa	a ɣ w a	523	7 3 6 7	XBCZ	AGWA	18	18.A.V 18.G.C 18.W.C 18.A.V	1.5 1.75 1.5 0.8	0	1593
1838	Danish	water	94	vanˀ	v a nˀ	526	3 7 4	AXN	BAN	4	4.B.C 4.A.V 4.N.c	2.0 1.5 0.8	0	1583
1839	Bulgarian	water	94	voda	v o d a	526	3 7 1 7	AXBZ	BUTA	2	2.B.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	1583
1840	Greek	water	94	nero	n e r o	524	4 7 5 7	AXBZ	NERU	9	9.N.C 9.E.V 9.R.C 9.U.V	2.0 1.5 1.75 0.8	0	1582
1841	Armenian	water	94	ʤuɾ	ʤ u ɾ	527	2 7 5	AXN	CYR	1	1.C.C 1.Y.V 1.R.c	2.0 1.5 0.8	0	1582
1842	Romanian	water	94	apə	a p ə	523	7 1 7	XBZ	APE	16	16.A.V 16.P.C 16.E.V	1.5 1.75 0.8	0	1597
1843	Russian	water	94	vɐda	v ɐ d a	526	3 7 1 7	AXBZ	BETA	17	17.B.C 17.E.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	1583
1844	Polish	water	94	vɔda	v ɔ d a	526	3 7 1 7	AXBZ	BUTA	14	14.B.C 14.U.V 14.T.C 14.A.V	2.0 1.5 1.75 0.8	0	1583
1845	Norwegian	water	94	ʋɑn	ʋ ɑ n	526	6 7 4	AXN	WAN	13	13.W.C 13.A.V 13.N.c	2.0 1.5 0.8	0	1583
1846	French	water	94	o	o	523	7	X	U	7	7.U.V	1.5	0	1588
